40.772529602,14.790466308
40.772529602,14.790466308
40.772529602,14.790466308
40.772529602,14.790466308
40.772529602,14.790466308
40.772529602,14.790466308
40.772529602,14.790466308
40.772529602,14.790466308
40.772529602,14.790466308
40.772529602,14.790466308
40.772529602,14.790466308
40.772529602,14.790466308
40.772529602,14.790466308
40.772529602,14.790466308
40.772529602,14.790466308
40.772529602,14.790466308
40.772529602,14.790466308
40.772529602,14.790466308
40.772529602,14.790466308
40.772529602,14.790466308
40.772529602,14.790466308
40.772529602,14.790466308
40.772529602,14.790466308
40.772529602,14.790466308
40.772529602,14.790466308
40.772529602,14.790466308
40.772529602,14.790466308
40.772529602,14.790466308
40.772529602,14.790466308
40.772529602,14.790466308
40.772529602,14.790466308
40.772529602,14.790466308
40.772529602,14.790466308
40.772529602,14.790466308
40.772529602,14.790466308
40.772529602,14.790466308
40.772529602,14.790466308
40.772529602,14.790466308
40.772529602,14.790466308
40.772529602,14.790466308
40.772529602,14.790466308
40.772529602,14.790466308
40.772529602,14.790466308
40.772529602,14.790466308
40.772529602,14.790466308
40.772529602,14.790466308
40.772529602,14.790466308
40.772529602,14.790466308
40.772529602,14.790466308
40.772529602,14.790466308
40.772529602,14.790466308
40.772529602,14.790466308
40.772529602,14.790466308
40.772529602,14.790466308
40.772529602,14.790466308
40.772529602,14.790466308
40.772529602,14.790466308
40.772529602,14.790466308
40.772529602,14.790466308
40.772529602,14.790466308
40.772529602,14.790466308
40.772529602,14.790466308
40.772529602,14.790466308
40.772529602,14.790466308
40.772529602,14.790466308
40.772529602,14.790466308
40.772529602,14.790466308
40.772529602,14.790466308
40.772529602,14.790466308
40.772529602,14.790466308
40.772529602,14.790466308
40.772529602,14.790466308
40.772529602,14.790466308
40.772529602,14.790466308
40.772529602,14.790466308
40.772529602,14.790466308
40.772529602,14.790466308
40.772529602,14.790466308
40.772529602,14.790466308
40.772529602,14.790466308
40.772529602,14.790466308
40.772529602,14.790466308
40.772529602,14.790466308
40.772529602,14.790466308
40.772529602,14.790466308
40.772529602,14.790466308
40.772529602,14.790466308
40.772529602,14.790466308
40.772529602,14.790466308
40.772529602,14.790466308
40.772529602,14.790466308
40.772529602,14.790466308
40.772529602,14.790466308
40.772529602,14.790466308
40.772529602,14.790466308
40.772529602,14.790466308
40.772529602,14.790466308
40.772529602,14.790466308
40.772529602,14.790466308
40.772529602,14.790466308
40.772529602,14.790466308
40.772529602,14.790466308
40.772529602,14.790466308
